monotonic_time_ns,ros_time_sec,ros_time_nsec,node_name,pid,cache_references,cache_misses,cache_reference_delta,cache_miss_delta,cache_miss_rate_percent,cache_hit_rate_percent,counters_valid
4039334394740,1779707255,792144223,gpu_amcl_cpp,20906,70795828,1317554,2148791,83550,3.888233,96.111767,true
4039334394740,1779707255,792144223,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,lifecycle_manager_map,21050,486665,8292,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,map_server,21048,4121015,109729,147538,5758,3.902723,96.097277,true
4039334394740,1779707255,792144223,odom_fused,20904,11853783,464977,1540366,83059,5.392160,94.607840,true
4039334394740,1779707255,792144223,performance_monitor,20912,4962089,101655,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,pipeline_latency_monitor,20910,16119822,508283,2027085,80872,3.989571,96.010429,true
4039334394740,1779707255,792144223,scan_splitter_node,21065,8936879,225420,1651439,37046,2.243256,97.756744,true
4039334394740,1779707255,792144223,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4039334394740,1779707255,792144223,system_monitor,21058,118962167,2559190,30956375,678831,2.192863,97.807137,true
4039334394740,1779707255,792144223,vesc_driver_node,21052,10874568,342384,1781503,54317,3.048942,96.951058,true
4039334394740,1779707255,792144223,vesc_to_odom_node,21054,14985213,758819,3331825,189137,5.676679,94.323321,true
4039534390931,1779707255,992140990,ackermann_mux,21060,1353829,24375,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,ackermann_to_vesc_node,21056,13578663,492208,3083914,113630,3.684603,96.315397,true
4039534390931,1779707255,992140990,ekf_localization,20908,15457147,649064,2030487,102264,5.036427,94.963573,true
4039534390931,1779707255,992140990,gpu_amcl_cpp,20906,73110917,1410114,2315089,92560,3.998118,96.001882,true
4039534390931,1779707255,992140990,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,lifecycle_manager_map,21050,486665,8292,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,map_server,21048,4270425,115394,149410,5665,3.791580,96.208420,true
4039534390931,1779707255,992140990,odom_fused,20904,13421897,547371,1568114,82394,5.254337,94.745663,true
4039534390931,1779707255,992140990,performance_monitor,20912,4962089,101655,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,pipeline_latency_monitor,20910,18248189,590651,2128367,82368,3.870009,96.129991,true
4039534390931,1779707255,992140990,scan_splitter_node,21065,10588341,261443,1651462,36023,2.181279,97.818721,true
4039534390931,1779707255,992140990,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4039534390931,1779707255,992140990,system_monitor,21058,149937479,3252480,30975312,693290,2.238202,97.761798,true
4039534390931,1779707255,992140990,vesc_driver_node,21052,12689794,398367,1815226,55983,3.084079,96.915921,true
4039534390931,1779707255,992140990,vesc_to_odom_node,21054,18682934,977677,3697721,218858,5.918727,94.081273,true
4039734357938,1779707256,192107901,ackermann_mux,21060,1435131,26567,81302,2192,2.696121,97.303879,true
4039734357938,1779707256,192107901,ackermann_to_vesc_node,21056,16297541,590844,2718878,98636,3.627820,96.372180,true
4039734357938,1779707256,192107901,ekf_localization,20908,17086088,732227,1628941,83163,5.105341,94.894659,true
4039734357938,1779707256,192107901,gpu_amcl_cpp,20906,75061378,1491154,1950461,81040,4.154915,95.845085,true
4039734357938,1779707256,192107901,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4039734357938,1779707256,192107901,lifecycle_manager_map,21050,486665,8292,0,0,0.000000,-1.000000,true
4039734357938,1779707256,192107901,map_server,21048,4422527,121426,152102,6032,3.965760,96.034240,true
4039734357938,1779707256,192107901,odom_fused,20904,14653614,612216,1231717,64845,5.264602,94.735398,true
4039734357938,1779707256,192107901,performance_monitor,20912,4962089,101655,0,0,0.000000,-1.000000,true
4039734357938,1779707256,192107901,pipeline_latency_monitor,20910,19942432,659156,1694243,68505,4.043399,95.956601,true
4039734357938,1779707256,192107901,scan_splitter_node,21065,12245783,297411,1657442,35968,2.170091,97.829909,true
4039734357938,1779707256,192107901,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4039734357938,1779707256,192107901,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4039734357938,1779707256,192107901,system_monitor,21058,172812133,3770444,22874654,517964,2.264358,97.735642,true
4039734357938,1779707256,192107901,vesc_driver_node,21052,14522925,455203,1833131,56836,3.100488,96.899512,true
4039734357938,1779707256,192107901,vesc_to_odom_node,21054,21192473,1134943,2509539,157266,6.266729,93.733271,true
4039934390003,1779707256,392139614,ackermann_mux,21060,1435131,26567,0,0,0.000000,-1.000000,true
4039934390003,1779707256,392139614,ackermann_to_vesc_node,21056,19431260,706893,3133719,116049,3.703236,96.296764,true
4039934390003,1779707256,392139614,ekf_localization,20908,19200937,841771,2114849,109544,5.179755,94.820245,true
4039934390003,1779707256,392139614,gpu_amcl_cpp,20906,77407415,1585927,2346037,94773,4.039706,95.960294,true
4039934390003,1779707256,392139614,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4039934390003,1779707256,392139614,lifecycle_manager_map,21050,518474,9592,31809,1300,4.086894,95.913106,true
4039934390003,1779707256,392139614,map_server,21048,4572887,127528,150360,6102,4.058260,95.941740,true
4039934390003,1779707256,392139614,odom_fused,20904,16256345,698172,1602731,85956,5.363096,94.636904,true
4039934390003,1779707256,392139614,performance_monitor,20912,4962089,101655,0,0,0.000000,-1.000000,true
4039934390003,1779707256,392139614,pipeline_latency_monitor,20910,22112233,746147,2169801,86991,4.009170,95.990830,true
4039934390003,1779707256,392139614,scan_splitter_node,21065,13902487,333833,1656704,36422,2.198462,97.801538,true
4039934390003,1779707256,392139614,static_baselink_to_imu,21086,1384927,23102,0,0,0.000000,-1.000000,true
4039934390003,1779707256,392139614,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4039934390003,1779707256,392139614,system_monitor,21058,200033408,4425455,27221275,655011,2.406247,97.593753,true
4039934390003,1779707256,392139614,vesc_driver_node,21052,16377935,513400,1855010,58197,3.137288,96.862712,true
4039934390003,1779707256,392139614,vesc_to_odom_node,21054,24138376,1349691,2945903,214748,7.289717,92.710283,true
4040134395635,1779707256,597201468,ackermann_mux,21060,1435131,26567,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,ackermann_to_vesc_node,21056,22532215,820007,3100955,113114,3.647715,96.352285,true
4040134395635,1779707256,597201468,ekf_localization,20908,21321219,950680,2120282,108909,5.136534,94.863466,true
4040134395635,1779707256,597201468,gpu_amcl_cpp,20906,79850689,1694153,2443274,108226,4.429548,95.570452,true
4040134395635,1779707256,597201468,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,lateral_planner_node,21194,0,0,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,lifecycle_manager_map,21050,518474,9592,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,map_server,21048,4724184,133664,151297,6136,4.055599,95.944401,true
4040134395635,1779707256,597201468,mpc_hardware_node,21207,0,0,0,0,0.000000,-1.000000,true
4040134395635,1779707256,597201468,odom_fused,20904,17825041,782849,1568696,84677,5.397923,94.602077,true
4040134395635,1779707256,597201468,performance_monitor,20912,5004551,103369,42462,1714,4.036550,95.963450,true
4040134395635,1779707256,597201468,pipeline_latency_monitor,20910,24183265,829565,2071032,83418,4.027847,95.972153,true
4040134395635,1779707256,597201468,scan_splitter_node,21065,15549627,369381,1647140,35548,2.158165,97.841835,true
