idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp
7307,1778515530411348048,0,0,3,-54448,1179583,-34175,-444,1667287,256422,-338244,-59638,1289048
7308,1778515530416388113,0,0,3,-59678,1238375,-33217,-835,1665803,257447,-342761,-64863,1179583
7309,1778515530421412242,0,0,3,-52994,1182202,-32276,-1224,1663133,259017,-342750,-57562,1238375
7310,1778515530426350193,0,0,3,-58088,1244813,-31212,-2260,1663904,260170,-346867,-63556,1182202
7311,1778515530431564948,0,0,3,-50732,1132890,-33447,-1678,1668533,262043,-345630,-55847,1244813
7312,1778515530436336626,0,0,3,-55993,1143394,-32558,-1966,1671915,263391,-342869,-61302,1132890
7313,1778515530441425971,0,0,3,-49324,1066618,-31442,-3014,1670669,265155,-336529,-54031,1143394
7314,1778515530446333555,0,0,3,-55316,1131977,-30553,-3252,1667227,266200,-334432,-60380,1066618
7315,1778515530451620375,0,0,3,-48031,1075875,-31751,-4021,1666515,267667,-330551,-53618,1131977
7316,1778515530456395252,0,0,3,-53659,1066641,-31035,-3420,1669245,268548,-326034,-59029,1075875
7317,1778515530461406325,0,0,3,-46940,958122,-29965,-4285,1672093,269759,-317618,-52208,1066641
7318,1778515530466399061,0,0,3,-52656,991873,-29060,-4438,1670313,270284,-313681,-58186,958122
7319,1778515530471347989,0,0,3,-46677,912257,-28168,-4575,1666990,271036,-306166,-51671,991873
7320,1778515530476406774,0,0,3,-52589,946615,-27261,-4759,1665803,271128,-305294,-58142,912257
