idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,pub_steer_rad,pub_accel_mps2,used_fallback
7932,1779174374759656540,0,0,1,-84880,1006720,39387,-11630,1085849,110695,-516555,-91038,1015376,-0.3237915,3.8403320,0
7933,1779174374764609619,0,0,1,-94336,1010256,39253,-12379,1081814,111634,-518485,-96240,1006720,-0.3598633,3.8538208,0
7934,1779174374769588876,0,0,1,-84848,1045056,38655,-11323,1079321,112906,-513661,-90508,1010256,-0.3236694,3.9865723,0
7935,1779174374774605287,0,0,1,-94112,1040464,38315,-12670,1082763,113758,-512622,-95884,1045056,-0.3590088,3.9690552,0
7936,1779174374779990495,0,0,1,-84528,1030160,37703,-11815,1086858,115035,-509564,-90454,1040464,-0.3224487,3.9297485,0
7937,1779174374784592283,0,0,1,-93088,1026688,37988,-14118,1087392,115754,-500477,-95443,1030160,-0.3551025,3.9165039,0
7938,1779174374789656443,0,0,1,-82688,1014688,37810,-14799,1090359,116725,-491217,-89645,1026688,-0.3154297,3.8707275,0
7939,1779174374794793471,0,0,1,-91664,965888,37628,-15510,1096709,117301,-486438,-93728,1014688,-0.3496704,3.6845703,0
7940,1779174374799777016,0,0,1,-80688,947280,37867,-17889,1099498,118154,-477318,-87522,965888,-0.3078003,3.6135864,0
7941,1779174374804672907,0,0,1,-86784,938576,37657,-18425,1096412,118527,-471997,-91021,947280,-0.3310547,3.5803833,0
7942,1779174374809790734,0,0,1,-83536,933552,35924,-11671,1096471,119119,-467330,-85767,938576,-0.3186646,3.5612183,0
7943,1779174374814856590,0,0,1,-93920,916736,35748,-12289,1101693,119176,-471647,-93392,933552,-0.3582764,3.4970703,0
7944,1779174374819880234,0,0,1,-84144,896080,35560,-12899,1104482,119732,-473591,-87321,916736,-0.3209839,3.4182739,0
7945,1779174374824767868,0,0,1,-92656,900640,34390,-14109,1104186,119925,-479961,-93463,896080,-0.3534546,3.4356689,0
7946,1779174374829642381,0,0,1,-80736,908720,34663,-16460,1105432,120681,-482310,-86400,900640,-0.3079834,3.4664917,0
7947,1779174374834624262,0,0,1,-87040,907760,34894,-18898,1108102,121239,-489385,-90904,908720,-0.3320312,3.4628296,0
7948,1779174374839608127,0,0,1,-76512,937584,35079,-21333,1106797,122361,-488620,-83614,907760,-0.2918701,3.5765991,0
7949,1779174374844698400,0,0,1,-83760,994624,34849,-22068,1103177,123046,-488801,-89380,937584,-0.3195190,3.7941895,0
7950,1779174374849908522,0,0,1,-76624,980288,33755,-19273,1103355,124253,-480905,-81239,994624,-0.2922974,3.7395020,0
7951,1779174374854893859,0,0,1,-86192,995984,33504,-19897,1104364,124713,-476425,-89389,980288,-0.3287964,3.7993774,0
7952,1779174374859658700,0,0,1,-80848,900736,31641,-13874,1104482,125501,-463770,-81670,995984,-0.3084106,3.4360352,0
7953,1779174374864648774,0,0,1,-92464,930704,31949,-16171,1105907,125348,-460231,-93095,900736,-0.3527222,3.5503540,0
