label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,Q_CONTOURING,Q_LAG,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_CONTOURING_TERM,Q_LAG_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
ADMM_RHO=20.0,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.5,584.1,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,20.0,100,0.01,10,0.06,20.0
ADMM_MAX_ITER=30,Phase 1: One-at-a-time,my_track,632500.0,6,0,8.72,2.4771,3.1415,1.5941,6.56,2.3987,5.2265,216.1,325.4,6320,1.0,30.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,30,0.01,10,0.06,20.0
ADMM_MAX_ITER=50,Phase 1: One-at-a-time,my_track,947100.0,6,0,5.3674,1.5636,3.1411,1.5142,6.14,2.754,5.6178,348.7,430.8,9466,1.9,50.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,50,0.01,10,0.06,20.0
ADMM_MAX_ITER=200,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.1,527.3,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,200,0.01,10,0.06,20.0
ADMM_TOL=0.001,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.8,525.4,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.001,10,0.06,20.0
ADMM_TOL=0.005,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,16.1,524.8,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.005,10,0.06,20.0
ADMM_TOL=0.05,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.6,523.3,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.05,10,0.06,20.0
HORIZON=6,Phase 1: One-at-a-time,my_track,75.969,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,9.3,325.4,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,20.0
HORIZON=8,Phase 1: One-at-a-time,my_track,75.973,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,12.9,415.7,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,8,0.06,20.0
HORIZON=12,Phase 1: One-at-a-time,my_track,75.979,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,19.0,633.7,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,12,0.06,20.0
HORIZON=15,Phase 1: One-at-a-time,my_track,75.983,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,22.7,777.4,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,15,0.06,20.0
HORIZON=20,Phase 1: One-at-a-time,my_track,75.99,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,30.1,1184.4,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,20,0.06,20.0
DT=0.03,Phase 1: One-at-a-time,my_track,1141900.0,6,0,22.1754,8.212,3.1415,1.6828,6.21,2.3041,3.8262,672.9,876.9,11414,1.0,99.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.03,20.0
DT=0.04,Phase 1: One-at-a-time,my_track,1115400.0,4,2,7.4375,3.9983,3.1407,2.0604,1.03,3.0595,3.8051,687.0,858.9,11149,0.0,100.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.04,20.0
DT=0.05,Phase 1: One-at-a-time,my_track,1046100.0,5,1,8.2757,4.1925,3.1409,1.0385,4.11,2.4056,4.6275,690.1,869.9,10456,0.0,100.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.05,20.0
DT=0.08,Phase 1: One-at-a-time,my_track,892800.0,5,1,4.4656,2.1356,3.1413,1.4877,4.78,2.152,3.9182,700.6,1024.9,8923,0.0,100.0,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.08,20.0
V_THETA_MAX=1.5,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.2,521.1,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.06,1.5
V_THETA_MAX=2.0,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,16.3,561.4,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.06,2.0
V_THETA_MAX=3.0,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,16.2,541.5,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.06,3.0
V_THETA_MAX=3.5,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,16.3,544.0,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.06,3.5
V_THETA_MAX=5.0,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.3,547.2,0,0.0,1.1,OK,500.0,1000.0,100.0,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,10,0.06,5.0
QC100_QL100_QP0.1_H6_VT1.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1173000.0,5,1,68.5975,40.5766,3.1409,1.2519,7.72,4.8715,8.2129,399.0,498.8,11725,0.9,97.7,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.03,1.5
QC100_QL100_QP0.1_H6_VT1.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1017800.0,6,0,10.796,2.8318,3.1406,1.5387,5.43,1.7113,4.792,380.1,599.9,10173,0.2,92.6,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.04,1.5
QC100_QL100_QP0.1_H6_VT1.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1080600.0,4,2,6.8466,3.1784,3.1414,1.8784,3.25,1.7359,3.6209,403.5,533.3,10801,0.0,99.2,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.05,1.5
QC100_QL100_QP0.1_H6_VT1.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1052400.0,5,1,9.3296,3.3129,3.1414,1.9728,4.44,1.7272,3.1336,418.7,674.7,10519,0.0,99.1,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,1.5
QC100_QL100_QP0.1_H6_VT1.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,733300.0,5,1,8.3893,2.2011,3.1415,0.9362,4.57,1.8466,3.8262,421.6,630.5,7328,0.0,100.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.08,1.5
QC100_QL100_QP0.1_H6_VT2.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1121200.0,6,0,37.1141,20.0242,3.126,1.4488,8.69,3.6458,8.1723,378.3,513.3,11207,4.1,91.9,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.03,2.0
QC100_QL100_QP0.1_H6_VT2.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1019200.0,6,0,12.6933,1.8511,3.1396,1.6156,6.61,3.5856,5.2218,342.3,569.9,10187,2.4,87.1,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.04,2.0
QC100_QL100_QP0.1_H6_VT2.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1129200.0,4,2,2.7871,2.4763,3.1407,2.5322,3.54,2.2973,3.5949,386.2,568.4,11287,0.0,98.1,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.05,2.0
QC100_QL100_QP0.1_H6_VT2.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,970300.0,5,1,16.4488,6.9752,3.1416,1.3656,4.61,1.5085,4.0177,400.4,518.6,9698,0.0,98.1,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,2.0
QC100_QL100_QP0.1_H6_VT2.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,895200.0,4,2,8.3893,2.3548,3.1415,1.046,4.68,1.9367,3.5909,412.1,495.0,8947,0.0,100.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.08,2.0
QC100_QL100_QP0.1_H6_VT3.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1044700.0,6,0,23.8236,6.1926,3.1416,1.5104,7.02,1.6399,3.8196,436.1,762.5,10442,2.5,95.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.03,3.0
QC100_QL100_QP0.1_H6_VT3.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,554100.0,6,0,3.9691,1.1158,3.1415,1.4277,5.62,1.6867,3.7193,347.9,595.4,5536,0.3,85.5,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.04,3.0
QC100_QL100_QP0.1_H6_VT3.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1056000.0,6,0,12.9974,3.0084,3.1413,1.3897,5.99,2.056,4.3231,398.2,567.3,10555,0.4,96.5,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.05,3.0
QC100_QL100_QP0.1_H6_VT3.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1086100.0,5,1,15.0826,4.6132,3.1416,1.4305,4.81,1.471,3.8086,401.8,629.9,10856,0.0,98.8,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,3.0
QC100_QL100_QP0.1_H6_VT3.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,896100.0,5,1,11.8207,2.8326,3.1413,0.9748,4.56,1.7823,3.7053,415.3,469.9,8956,0.0,100.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.08,3.0
QC100_QL100_QP0.1_H6_VT3.5_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1001100.0,6,0,183.4746,66.0136,3.1412,1.5822,8.93,6.5716,12.4409,397.9,629.8,10006,2.2,96.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.03,3.5
QC100_QL100_QP0.1_H6_VT3.5_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1150000.0,6,0,18.4379,4.7351,3.1415,1.2929,8.79,2.2463,6.1625,401.2,592.5,11495,1.1,97.5,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.04,3.5
QC100_QL100_QP0.1_H6_VT3.5_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1104500.0,5,1,19.9397,7.628,3.1408,1.59,4.08,1.978,3.4231,404.8,515.7,11040,0.0,97.1,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.05,3.5
QC100_QL100_QP0.1_H6_VT3.5_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1150300.0,5,1,14.06,6.9437,3.14,2.1712,4.99,2.9456,3.9371,406.0,520.0,11498,0.0,98.7,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,3.5
QC100_QL100_QP0.1_H6_VT3.5_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,896200.0,4,2,8.3893,2.6875,3.141,1.1943,3.85,1.9583,3.5909,479.6,942.6,8957,0.0,100.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.08,3.5
QC100_QL100_QP0.1_H6_VT5.0_DT0.03,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1163400.0,4,2,3.2323,3.003,2.8175,0.7562,4.7,3.2736,3.8262,377.7,493.4,11629,0.0,97.3,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.03,5.0
QC100_QL100_QP0.1_H6_VT5.0_DT0.04,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1002700.0,6,0,20.3597,7.3481,3.1405,1.7072,8.14,2.4942,5.1752,377.9,585.4,10022,2.4,93.5,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.04,5.0
QC100_QL100_QP0.1_H6_VT5.0_DT0.05,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,969200.0,6,0,18.658,6.4986,3.141,1.3769,5.32,2.3617,4.6413,391.1,556.3,9687,0.1,96.4,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.05,5.0
QC100_QL100_QP0.1_H6_VT5.0_DT0.06,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,1102600.0,6,0,5.4919,2.4481,3.1411,1.7338,5.44,2.2386,4.2893,411.5,577.7,11021,0.2,99.5,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.06,5.0
QC100_QL100_QP0.1_H6_VT5.0_DT0.08,Phase 2: Primary grid (QC*QL*QA*QP*HORIZON*V_THETA_MAX),my_track,896200.0,4,2,8.3893,2.4582,3.1415,1.0857,3.85,1.9623,3.7146,417.4,506.0,8957,0.0,100.0,OK,100,100,0.1,10.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,500.0,1000.0,5.0,1.0,100,0.01,6,0.08,5.0
