label,phase,raceline,score,tracker_score,racer_score,passed,failed,max_contouring_err,avg_contouring_err,max_heading_err,avg_heading_err,max_vx,avg_vel,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,avg_rho,avg_rho_u,avg_adapt_updates,avg_clip_events,status,return_code,Q_CONTOURING,Q_LAG,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_CONTOURING_TERM,Q_LAG_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
QC=200+QL=700+QP=0.3+N=15+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,888000.0,888000.0,888000.0,6,0,3.9261,1.3175,2.764,1.494,5.79,2.6469,4.7527,590.5,1500.2,8860,0.4,48.7,4.708,4.708,0.62,0.0,OK,0,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.035,10.0
QC=200+QL=700+QP=0.3+N=15+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1075600.0,1075600.0,1075600.0,6,0,3.0638,1.4057,3.0907,2.2185,5.69,3.951,4.9763,537.3,1440.4,10736,0.5,49.6,3.772,3.772,0.41,0.0,OK,0,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.04,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,817600.0,817600.0,817600.0,6,0,5.4008,1.1417,3.1382,1.4157,5.57,2.8763,4.7758,585.5,1619.7,8156,0.7,35.6,12.227,12.227,0.58,0.0,OK,0,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.025,10.0
QC=200+QL=500+QP=0.5+N=20+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,5000.0,5000.0,5000.0,0,6,,,,,,,,,,,,,,,,,TIMEOUT,,200,500,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.05,10.0
QC=200+QL=500+QP=0.5+N=20+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,5000.0,5000.0,5000.0,0,6,,,,,,,,,,,,,,,,,TIMEOUT,,200,500,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.06,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1185100.0,1185100.0,1185100.0,4,2,1.8804,1.7995,1.0958,0.0528,4.14,3.6169,4.457,75.3,1397.0,11831,0.0,3.4,9.914,9.914,0.08,0.0,OK,1,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.035,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-3.9293,45.071,-3.9293,4,2,0.2396,0.2053,0.3952,0.0988,1.74,3.9293,4.457,65.7,968.3,0,0.0,2.7,96.65,96.65,0.04,0.0,OK,1,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.04,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,638300.0,638300.0,638300.0,5,1,2.7895,0.9847,3.1411,1.7482,4.68,2.3204,4.457,772.0,1264.0,6363,0.0,48.1,3.273,3.273,0.45,0.0,OK,1,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.02,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2792,34.381,-4.2792,4,2,0.0733,0.0723,0.2228,0.2137,1.31,4.2792,4.457,48.1,822.5,0,0.0,1.8,9.988,9.988,0.03,0.0,OK,1,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.05,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1181100.0,1181100.0,1181100.0,6,0,3.3483,1.5584,2.8019,2.6619,7.34,3.8839,4.457,204.9,410.2,11791,2.7,47.8,4.092,4.092,0.08,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.02,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1179200.0,1179200.0,1179200.0,6,0,3.8035,1.6124,1.9016,1.6181,7.16,3.5902,5.1137,196.7,219.3,11772,2.2,48.1,4.187,4.187,0.07,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.025,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1166400.0,1166400.0,1166400.0,5,1,2.1869,2.1126,1.4999,0.7979,5.99,1.9843,4.457,211.6,1329.1,11644,0.3,48.5,1.093,1.093,1.94,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.03,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,84500.0,84500.0,84500.0,6,0,2.0008,0.2533,1.5699,1.432,7.18,3.0741,4.5258,194.5,741.4,825,1.1,45.0,3.786,3.786,4.18,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.035,10.0
QC=200+QL=700+QP=0.3+N=20+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,615600.0,615600.0,615600.0,6,0,3.783,0.7356,3.1404,1.3549,5.18,2.4449,4.457,650.1,955.5,6136,0.1,40.7,13.19,13.19,0.66,0.0,OK,0,200,700,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.03,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,7000.0,7000.0,7000.0,5,1,0.5978,0.4265,1.5694,1.1315,5.73,2.2088,4.457,199.1,402.8,50,0.4,48.4,2.02,2.02,0.06,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.04,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.4273,29.296,-4.4273,3,3,0.0067,0.0066,0.0225,0.0127,0.78,4.4273,4.457,215.0,291.9,0,0.0,50.0,1.256,1.256,1.99,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.05,10.0
QC=200+QL=700+QP=0.5+N=5+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2016,38.438,-4.2016,4,2,0.0706,0.0469,0.2128,0.1118,1.8,4.2016,4.457,223.1,659.4,0,0.0,49.8,1.02,1.02,0.02,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.06,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1179200.0,1179200.0,1179200.0,5,1,3.4503,0.9714,1.6489,1.2429,7.72,3.7937,4.457,276.9,324.1,11772,1.6,48.6,2.275,2.275,1.11,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.02,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,19400.0,19400.0,19400.0,5,1,2.0314,0.4755,1.5699,1.5077,7.12,1.9899,4.457,275.3,345.4,174,0.9,48.3,3.061,3.061,2.61,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.025,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1084100.0,1084100.0,1084100.0,5,1,1.4014,0.6763,2.7981,2.6266,6.04,2.8048,4.457,291.5,382.7,10821,0.4,48.8,1.426,1.426,0.46,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.03,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1144800.0,1144800.0,1144800.0,5,1,2.9532,2.7376,2.7733,2.5958,5.0,2.8983,4.457,236.0,363.8,11428,0.0,49.0,2.138,2.138,0.06,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.035,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1157800.0,1157800.0,1157800.0,5,1,3.1751,3.0624,1.5531,0.3518,5.21,2.2912,4.457,267.9,512.8,11558,0.1,49.4,2.106,2.106,0.07,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.04,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,627800.0,627800.0,627800.0,6,0,2.3631,0.6473,2.7994,0.8689,5.43,2.0906,4.905,270.3,395.7,6258,0.5,45.2,4.393,4.393,1.17,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.05,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,32700.0,32700.0,32700.0,5,1,1.6882,0.2728,2.0529,1.984,5.99,3.0774,4.457,225.6,378.5,307,1.5,48.6,3.252,3.252,4.82,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.02,10.0
QC=200+QL=700+QP=0.5+N=7+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1177400.0,1177400.0,1177400.0,4,2,3.3813,2.9045,2.0054,1.9185,4.99,4.7836,4.9014,301.9,429.5,11754,0.0,49.9,2.616,2.616,0.07,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.06,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1066800.0,1066800.0,1066800.0,6,0,1.8301,0.2961,1.57,1.4414,6.8,3.36,4.6394,298.1,497.6,10648,1.0,45.8,2.401,2.401,0.2,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.025,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,968700.0,968700.0,968700.0,6,0,2.383,1.8692,1.57,1.0478,6.75,3.131,4.9484,215.2,335.7,9667,1.6,46.6,3.972,3.972,0.27,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.03,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1171100.0,1171100.0,1171100.0,5,1,3.0419,2.9536,1.5398,0.2196,5.17,2.3696,4.457,338.0,459.9,11691,0.1,49.3,2.087,2.087,0.05,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.035,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1144400.0,1144400.0,1144400.0,6,0,2.1974,1.3473,3.1369,2.5428,5.54,3.832,4.457,317.8,800.0,11424,0.2,48.9,2.636,2.636,0.3,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.04,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,511600.0,511600.0,511600.0,5,1,2.4499,0.8088,3.1415,0.9662,4.75,2.4623,4.8374,214.1,370.2,5096,0.0,45.7,3.084,3.084,0.6,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.05,10.0
QC=200+QL=700+QP=0.5+N=8+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1121400.0,1121400.0,1121400.0,6,0,2.8229,1.5568,3.1414,2.6879,5.99,3.27,4.457,338.7,435.1,11194,0.3,49.5,3.493,3.493,0.2,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.06,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1157500.0,1157500.0,1157500.0,5,1,3.4652,1.1826,2.9501,2.4236,5.18,3.3015,4.8891,288.9,497.5,11555,0.1,48.4,2.054,2.054,0.85,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.025,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1146300.0,1146300.0,1146300.0,6,0,2.9489,1.7298,3.1416,2.4458,8.8,2.5885,4.8296,401.1,541.4,11443,4.3,47.3,2.59,2.59,3.5,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.02,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1089300.0,1089300.0,1089300.0,6,0,1.5286,1.3553,2.8265,2.559,5.62,3.7104,4.457,392.1,470.7,10873,0.2,48.6,1.405,1.405,0.18,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.03,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1113000.0,1113000.0,1113000.0,6,0,1.8132,1.6296,2.8416,2.5813,5.21,3.8108,4.457,417.2,531.2,11110,0.1,48.7,2.248,2.248,0.19,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.035,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1178200.0,1178200.0,1178200.0,5,1,4.0797,3.8098,1.9186,0.4057,6.28,3.0411,4.457,72.0,535.9,11762,0.7,7.1,88.742,88.742,0.17,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.06,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1039900.0,1039900.0,1039900.0,6,0,2.3779,1.1534,2.8139,2.2793,5.29,3.3322,4.457,413.1,593.5,10379,0.1,48.8,1.871,1.871,0.29,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.04,10.0
QC=200+QL=700+QP=0.5+N=10+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,422400.0,422400.0,422400.0,6,0,3.3282,0.6723,3.0122,0.6845,5.49,1.8421,4.6826,214.9,2521.2,4204,0.3,24.1,53.588,53.588,0.59,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.05,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1027400.0,1027400.0,1027400.0,5,1,0.7568,0.5225,2.0093,1.8786,5.98,3.6185,4.457,355.5,543.6,10254,0.6,49.1,1.955,1.955,0.04,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.02,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,34400.0,34400.0,34400.0,4,2,1.0803,0.3197,1.0544,0.3885,4.79,1.9357,4.457,497.2,915.4,324,0.0,48.9,1.307,1.307,0.09,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.025,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1122100.0,1122100.0,1122100.0,6,0,1.7803,1.2658,2.4497,2.2515,5.59,3.4575,4.457,477.6,1012.2,11201,0.2,49.3,1.274,1.274,0.1,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.03,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1099900.0,1099900.0,1099900.0,6,0,1.7915,1.3896,2.8094,2.5147,5.34,2.9218,4.457,417.7,549.8,10979,0.2,49.1,4.24,4.24,0.26,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.035,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,798200.0,798200.0,798200.0,5,1,3.3868,1.1391,3.1414,2.2388,4.71,2.6171,4.457,414.2,586.7,7962,0.0,49.6,3.606,3.606,0.38,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.04,10.0
QC=200+QL=700+QP=0.5+N=12+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1087200.0,1087200.0,1087200.0,5,1,2.8049,1.3902,3.1159,2.08,4.96,2.6121,4.8424,478.3,619.8,10852,0.0,49.7,3.184,3.184,0.32,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.05,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,673300.0,673300.0,673300.0,6,0,2.9855,0.9762,3.0953,1.148,5.48,2.5191,4.605,542.7,731.6,6713,0.2,45.1,3.104,3.104,0.65,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.02,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1180500.0,1180500.0,1180500.0,4,2,3.2242,3.0401,1.5311,0.2964,4.97,3.6014,4.457,595.6,638.0,11785,0.0,49.8,4.008,4.008,0.05,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.025,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,845700.0,845700.0,845700.0,6,0,2.4421,1.2889,3.1358,1.9105,6.53,3.0439,4.457,626.4,1023.2,8437,0.9,49.8,4.195,4.195,0.37,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.03,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,32600.0,32600.0,32600.0,4,2,1.6603,0.3722,2.7467,2.445,4.69,3.2158,4.457,628.0,1076.9,306,0.0,49.9,2.662,2.662,0.09,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.035,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1007100.0,1007100.0,1007100.0,6,0,2.2699,1.4944,2.0162,0.8752,7.37,2.9191,4.457,188.4,1250.8,10051,1.5,14.7,73.437,73.437,0.48,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.04,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1174500.0,1174500.0,1174500.0,4,2,0.8659,0.8393,1.2816,0.9802,2.98,3.4068,4.457,70.4,650.1,11725,0.0,4.7,93.222,93.222,0.12,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.05,10.0
QC=200+QL=700+QP=0.5+N=15+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-2.8326,151.482,-2.8326,4,2,0.7271,0.6973,1.5966,1.523,3.47,2.8326,4.457,65.9,653.7,0,0.0,4.1,94.688,94.688,0.15,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.06,10.0
QC=200+QL=700+QP=0.5+N=20+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,597600.0,597600.0,597600.0,6,0,3.122,0.7528,3.1415,1.6016,5.12,3.5793,4.9484,769.7,1022.3,5956,0.0,48.1,3.333,3.333,0.37,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.02,10.0
QC=200+QL=700+QP=0.5+N=20+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1050400.0,1050400.0,1050400.0,6,0,2.9506,1.6011,3.0384,2.3896,6.33,2.8896,4.457,832.9,1144.3,10484,0.6,49.6,3.199,3.199,0.28,0.0,OK,0,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.025,10.0
QC=200+QL=700+QP=0.5+N=20+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,46700.0,46700.0,46700.0,4,2,1.8186,0.2476,1.7898,1.5299,4.39,2.5895,4.457,91.6,829.6,447,0.0,4.6,93.185,93.185,0.07,0.0,OK,1,200,700,0.5,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.035,10.0
