# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
8.533485,-1.343504,-2.019818,1.501899,-0.259194,3.665294,-0.737601,0.470000,1.230000
8.583389,-1.339738,-1.969972,1.488869,-0.262217,3.655237,-0.735575,0.485000,1.225000
8.633292,-1.335322,-1.920208,1.475684,-0.265682,3.645181,-0.733548,0.470000,1.225000
8.683195,-1.330251,-1.870552,1.462327,-0.269599,3.635125,-0.731522,0.485000,1.220000
8.733099,-1.324520,-1.821033,1.448780,-0.273977,3.625068,-0.728379,0.490000,1.215000
8.783002,-1.318120,-1.771644,1.435017,-0.278768,3.615028,-0.710687,0.510000,1.220000
8.832906,-1.310977,-1.721971,1.420917,-0.283244,3.605204,-0.708753,0.515000,1.215000
8.882809,-1.303149,-1.672524,1.406613,-0.288261,3.595380,-0.706819,0.505000,1.210000
8.932712,-1.294633,-1.623332,1.392086,-0.293839,3.585556,-0.704885,0.525000,1.205000
8.982616,-1.285426,-1.574426,1.377312,-0.299997,3.575732,-0.702951,0.515000,1.210000
9.032519,-1.275527,-1.525835,1.362270,-0.306757,3.565908,-0.569422,0.520000,1.205000
9.082423,-1.264725,-1.476677,1.346681,-0.312720,3.557930,-0.557368,0.530000,1.185000
9.132326,-1.253185,-1.427836,1.330825,-0.319243,3.550104,-0.556141,0.540000,1.190000
9.182230,-1.240925,-1.379418,1.314703,-0.326474,3.542277,-0.554913,0.550000,1.180000
9.232133,-1.227947,-1.331457,1.298287,-0.334445,3.534451,-0.553686,0.555000,1.175000
9.282037,-1.214253,-1.283983,1.281549,-0.343194,3.526625,-0.340285,0.560000,1.175000
9.331940,-1.199438,-1.235746,1.264044,-0.350511,3.521806,-0.312430,0.580000,1.155000
9.381843,-1.183824,-1.187930,1.246217,-0.358448,3.517377,-0.312037,0.580000,1.145000
9.431747,-1.167470,-1.140740,1.228096,-0.367354,3.512947,-0.311644,0.600000,1.145000
9.481650,-1.150386,-1.094210,1.209646,-0.377290,3.508517,-0.311251,0.620000,1.135000
9.531554,-1.132583,-1.048379,1.190829,-0.388324,3.504087,0.007614,0.645000,1.125000
9.581457,-1.113273,-1.001389,1.170898,-0.396479,3.504195,0.007968,0.670000,1.115000
9.631360,-1.093212,-0.955227,1.150716,-0.405668,3.504309,0.007968,0.690000,1.100000
9.681264,-1.072422,-0.909929,1.130245,-0.415977,3.504422,0.007968,0.705000,1.080000
9.731167,-1.050924,-0.865527,1.109445,-0.427492,3.504536,0.124902,0.735000,1.075000
9.781071,-1.028365,-0.821342,1.087925,-0.439748,3.506314,0.384711,0.770000,1.060000
9.830974,-1.004264,-0.776605,1.065268,-0.452246,3.511785,0.385311,0.800000,1.060000
9.880878,-0.979459,-0.732977,1.042224,-0.466417,3.517256,0.385911,0.835000,1.045000
9.930781,-0.953979,-0.690496,1.018731,-0.482423,3.522727,0.386510,0.855000,1.030000
9.980684,-0.927859,-0.649200,0.994727,-0.500447,3.528198,0.724186,0.900000,1.015000
10.030588,-0.899612,-0.606913,0.968958,-0.511940,3.538426,0.781130,0.960000,0.995000
10.080491,-0.870483,-0.565664,0.942826,-0.523283,3.549426,0.783555,1.000000,0.980000
10.130395,-0.840766,-0.525841,0.916515,-0.535974,3.560425,0.785979,1.060000,0.975000
10.180298,-0.810515,-0.487460,0.889982,-0.550199,3.571425,1.076242,1.120000,0.955000
10.230201,-0.778304,-0.448806,0.862174,-0.549924,3.586432,1.215087,1.175000,0.935000
10.280105,-0.744919,-0.410926,0.834671,-0.538634,3.603299,1.220788,1.265000,0.915000
10.330008,-0.711080,-0.374558,0.808285,-0.522891,3.620167,1.226490,1.370000,0.890000
10.379912,-0.676836,-0.339605,0.783171,-0.502788,3.637034,1.495770,1.410000,0.875000
10.429815,-0.640792,-0.304606,0.758303,-0.488736,3.657500,1.579759,1.510000,0.850000
10.479719,-0.603954,-0.270551,0.734167,-0.472598,3.678992,1.589014,1.540000,0.845000
10.529622,-0.566726,-0.237728,0.711213,-0.451526,3.700483,1.606541,1.530000,0.835000
10.579526,-0.529037,-0.205964,0.689570,-0.427129,3.722085,1.725882,1.495000,0.835000
10.629429,-0.490026,-0.174485,0.668433,-0.415540,3.745153,1.736545,1.450000,0.840000
10.679332,-0.450559,-0.143969,0.648070,-0.400145,3.768221,1.747208,1.385000,0.830000
10.729236,-0.410596,-0.114322,0.628615,-0.381255,3.791289,1.812539,1.345000,0.805000
10.779139,-0.370122,-0.085470,0.610098,-0.368182,3.815072,1.889557,1.290000,0.860000
10.829043,-0.329099,-0.057346,0.591897,-0.363320,3.839710,1.901720,1.240000,0.845000
10.878946,-0.287448,-0.029885,0.573938,-0.356282,3.864346,1.913883,1.215000,0.895000
10.928849,-0.245118,-0.003046,0.556300,-0.347217,3.888984,2.022026,1.170000,0.905000
10.978753,-0.202843,0.022742,0.539187,-0.345128,3.914844,2.054295,1.130000,0.885000
11.028656,-0.159986,0.047888,0.522070,-0.343669,3.940944,2.067945,1.100000,0.900000
11.078560,-0.116370,0.072485,0.504918,-0.341212,3.967043,2.096581,1.060000,0.920000
11.128463,-0.072159,0.096429,0.487843,-0.338058,3.993330,2.204664,1.025000,0.940000
11.178366,-0.028391,0.119189,0.471215,-0.336047,4.020787,2.219770,0.955000,0.955000
11.228270,0.016147,0.141414,0.454541,-0.333887,4.048243,2.234876,0.960000,0.970000
11.278173,0.061457,0.163089,0.437828,-0.331574,4.075700,2.281488,0.940000,1.015000
11.328077,0.107043,0.183970,0.421270,-0.328307,4.103540,2.365040,0.910000,0.995000
11.377980,0.152294,0.203809,0.405168,-0.323531,4.132201,2.381501,0.880000,1.020000
11.427884,0.198254,0.223086,0.389155,-0.319130,4.160862,2.397962,0.855000,1.035000
11.477787,0.244909,0.241784,0.373217,-0.315078,4.189524,2.443840,0.840000,1.045000
11.527691,0.291701,0.259684,0.357539,-0.309959,4.218533,2.512483,0.805000,1.090000
11.577594,0.338175,0.276644,0.342382,-0.302899,4.248151,2.530061,0.790000,1.105000
11.627497,0.385251,0.293027,0.327448,-0.296386,4.277768,2.547639,0.790000,1.085000
11.677401,0.432909,0.308823,0.312720,-0.290391,4.307386,2.580462,0.760000,1.095000
11.727304,0.480756,0.323912,0.298298,-0.283874,4.337179,2.637470,0.740000,1.105000
11.777208,0.528176,0.338132,0.284459,-0.275296,4.367420,2.655796,0.725000,1.155000
11.827111,0.576084,0.351787,0.270948,-0.267249,4.397661,2.674122,0.705000,1.140000
11.877014,0.624456,0.364879,0.257746,-0.259708,4.427903,2.694566,0.700000,1.145000
11.926918,0.673178,0.377386,0.244862,-0.252399,4.458167,2.735966,0.695000,1.195000
11.976821,0.721294,0.389094,0.232602,-0.242845,4.488689,2.754633,0.680000,1.185000
12.026725,0.769793,0.400278,0.220744,-0.233716,4.519210,2.773300,0.670000,1.190000
12.076628,0.818657,0.410947,0.209274,-0.224996,4.549731,2.791967,0.655000,1.210000
12.126532,0.867868,0.421112,0.198180,-0.216667,4.580252,2.811821,0.645000,1.185000
12.176435,0.916666,0.430642,0.187638,-0.207077,4.610786,2.830820,0.635000,1.195000
12.226338,0.965568,0.439671,0.177582,-0.197392,4.641323,2.849507,0.625000,1.200000
12.276242,1.014755,0.448252,0.167962,-0.188031,4.671861,2.868194,0.625000,1.240000
12.326145,1.064209,0.456402,0.158765,-0.178979,4.702398,2.883745,0.615000,1.215000
12.376049,1.113599,0.464087,0.150048,-0.169293,4.732902,2.897931,0.595000,1.230000
12.425952,1.162771,0.471315,0.141902,-0.158587,4.763360,2.916521,0.585000,1.235000
12.475855,1.212159,0.478175,0.134255,-0.148166,4.793818,2.935110,0.590000,1.240000
12.525759,1.261748,0.484691,0.127100,-0.138012,4.824275,2.953699,0.570000,1.245000
12.575662,1.311523,0.490881,0.120427,-0.128110,4.854733,2.970885,0.575000,1.240000
12.625566,1.360796,0.496688,0.114283,-0.119552,4.885176,2.989412,0.570000,1.280000
12.675469,1.410235,0.502217,0.108550,-0.110932,4.915619,3.007984,0.565000,1.260000
12.725373,1.459879,0.507492,0.103229,-0.102251,4.946062,3.026555,0.560000,1.295000
12.775276,1.509752,0.512533,0.098322,-0.093549,4.976504,3.047719,0.555000,1.300000
12.825180,1.559410,0.517318,0.093814,-0.089826,5.006973,3.069366,0.550000,1.275000
12.875083,1.608783,0.521852,0.089310,-0.091836,5.037472,3.088006,0.545000,1.290000
12.924986,1.658413,0.526181,0.084687,-0.093756,5.067971,3.106645,0.540000,1.315000
12.974890,1.708303,0.530297,0.079947,-0.095585,5.098470,3.125285,0.545000,1.315000
13.024793,1.758458,0.534193,0.075094,-0.097324,5.128969,3.186650,0.530000,1.330000
13.074697,1.807968,0.537799,0.070342,-0.093402,5.159880,3.212676,0.525000,1.325000
13.124600,1.857572,0.541180,0.065813,-0.088823,5.190859,3.231905,0.530000,1.335000
13.174503,1.907395,0.544355,0.061488,-0.084481,5.221837,3.251136,0.530000,1.360000
13.224407,1.957415,0.547330,0.057359,-0.080356,5.252815,2.384861,0.525000,1.340000
13.274310,2.007492,0.550106,0.053427,-0.076495,5.275423,-2.115088,0.525000,1.355000
13.324214,2.057125,0.552667,0.049710,-0.073108,5.255377,-2.107036,0.520000,1.335000
13.374117,2.106895,0.555053,0.046150,-0.069828,5.235331,-2.098983,0.520000,1.350000
13.424020,2.156791,0.557272,0.042742,-0.066646,5.215285,-2.090931,0.515000,1.340000
13.473924,2.206801,0.559329,0.039484,-0.063556,5.195239,-2.792963,0.515000,1.345000
13.523827,2.256749,0.561223,0.036364,-0.062442,5.168342,-3.843110,0.510000,1.345000
13.573731,2.306536,0.562956,0.033208,-0.064248,5.131100,-3.815317,0.510000,1.345000
13.623634,2.356398,0.564532,0.029957,-0.066111,5.093858,-3.787525,0.520000,1.360000
13.673538,2.406320,0.565945,0.026607,-0.068036,5.056617,-3.759732,0.505000,1.350000
13.723441,2.456287,0.567189,0.023157,-0.070028,5.019375,-3.719201,0.505000,1.350000
13.773345,2.506219,0.568257,0.019598,-0.072786,4.982261,-3.682936,0.515000,1.340000
13.823248,2.556124,0.569143,0.015883,-0.076089,4.945234,-3.655463,0.515000,1.360000
13.873151,2.606035,0.569840,0.012001,-0.079465,4.908207,-3.627991,0.515000,1.360000
13.923055,2.655940,0.570338,0.007949,-0.082921,4.871181,-3.600518,0.510000,1.375000
13.972958,2.705825,0.570630,0.003725,-0.086464,4.834154,-3.572189,0.500000,1.355000
14.022862,2.755810,0.570707,-0.000693,-0.090376,4.797136,-3.544487,0.500000,1.365000
14.072765,2.805789,0.570558,-0.005312,-0.094473,4.760121,-3.517032,0.510000,1.355000
14.122668,2.855709,0.570173,-0.010133,-0.098685,4.723106,-3.489576,0.510000,1.355000
14.172572,2.905559,0.569543,-0.015160,-0.103021,4.686091,-3.462121,0.515000,1.340000
14.222475,2.955324,0.568659,-0.020398,-0.107491,4.649075,-3.458628,0.515000,1.350000
14.272379,3.005424,0.567500,-0.025894,-0.111850,4.611801,-3.431320,0.535000,1.350000
14.322282,3.055421,0.566064,-0.031600,-0.116354,4.574521,-3.403470,0.505000,1.360000
