# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
5.866150,4.770260,-4.019465,1.385154,-1.398780,1.938966,0.000000,1.175048,1.175044
5.927221,4.790097,-3.961706,1.234877,0.230114,2.156007,0.000000,1.178847,1.178823
5.988255,4.810510,-3.904186,1.413252,1.410459,2.377703,0.000000,1.179613,1.179549
6.054544,4.809764,-3.837902,1.414461,-0.051239,2.591020,0.000000,1.179001,1.179000
6.115587,4.830033,-3.780322,1.406727,-0.092661,2.722164,0.000000,1.177068,1.177627
6.181490,4.830208,-3.714419,1.402698,0.050409,2.696281,0.000000,1.173803,1.175784
6.242507,4.850955,-3.657037,1.413125,0.702215,2.527245,0.000000,1.170077,1.174024
6.308932,4.849891,-3.590621,1.492190,-0.012071,2.291271,0.000000,1.166988,1.172616
6.371307,4.861020,-3.529247,1.411571,1.444315,2.089784,0.000000,1.164828,1.171277
6.433987,4.869714,-3.467174,1.672808,2.497336,2.018319,0.000000,1.163090,1.169425
6.495049,4.848794,-3.409807,1.720595,0.385493,2.079327,0.000000,1.161131,1.166730
6.561957,4.850963,-3.342934,1.722140,1.578975,2.163461,0.000000,1.158373,1.162907
6.622958,4.829866,-3.285698,1.922560,0.016721,2.151796,0.000000,1.153542,1.156682
6.683966,4.808924,-3.228396,1.724180,-0.802874,2.039566,0.000000,1.145051,1.146704
6.750698,4.810694,-3.161688,1.820001,2.886268,1.974761,0.000000,1.133701,1.134290
6.812395,4.778546,-3.109029,2.094860,2.616541,2.086988,0.000000,1.122701,1.122787
6.873700,4.749162,-3.055225,2.141841,-0.159301,2.266267,0.000000,1.113551,1.113447
6.936573,4.711592,-3.004811,2.075078,-0.302660,2.289469,0.000000,1.104425,1.104264
6.997551,4.689890,-2.947825,2.104356,1.397619,2.146999,0.000000,1.092691,1.092565
7.061411,4.648970,-2.898799,2.249554,1.109557,2.015632,0.000000,1.077347,1.077288
7.124640,4.610112,-2.848919,2.245368,0.462988,1.969309,0.000000,1.059006,1.058990
7.188336,4.569703,-2.799682,2.308319,0.961855,1.957904,0.000000,1.038379,1.038376
7.254310,4.523021,-2.753063,2.370091,1.106005,1.983923,0.000000,1.016393,1.016393
7.320185,4.475194,-2.707763,2.454145,0.605850,2.081029,0.000000,0.995790,0.995790
7.386308,4.421259,-2.669510,2.450062,-0.707559,2.184380,0.000000,0.979312,0.979312
7.452198,4.373792,-2.623811,2.360738,0.235992,2.186041,0.000000,0.966677,0.966677
7.518454,4.327403,-2.576504,2.481248,2.010124,2.101335,0.000000,0.955611,0.955611
7.579864,4.273952,-2.546270,2.617361,0.766508,2.061715,0.000000,0.944762,0.944762
7.641428,4.220948,-2.514952,2.575508,-0.891666,2.121533,0.000000,0.935015,0.935015
7.703691,4.169495,-2.479892,2.506949,0.146257,2.180314,0.000000,0.928266,0.928266
7.767074,4.119834,-2.440507,2.593885,1.048873,2.129015,0.000000,0.924969,0.924969
7.828050,4.064158,-2.415641,2.637387,0.534700,1.970352,0.000000,0.923864,0.923864
7.890171,4.012430,-2.381244,2.659705,1.225384,1.786430,0.000000,0.923611,0.923611
7.951134,3.955703,-2.358917,2.788211,2.709700,1.686917,0.000000,0.923577,0.923577
